filepath,description
COCO_val2014_000000010114,"in the outdated kitchen, a wall-mounted faucet can be seen beneath the closed window."
COCO_val2014_000000010115,an open bathroom with a shower curtain in a high-rise building.
COCO_val2014_000000010138,a man sitting in front of a small cake.
COCO_val2014_000000010149,a person preparing food at the table
COCO_val2014_000000010192,"a woman sitting at the kitchen table, smoking a cigarette."
COCO_val2014_000000010205,a man is jumping in the air in the living room.
COCO_val2014_000000010211,two large giraffes are watching over a baby giraffe near the stream.
COCO_val2014_000000010217,there are flatbreads and eggs inside the plastic bag.
COCO_val2014_000000010249,"a person with a scarf wrapped around their head is sitting on the bench next to the flowers, raising their hand."
COCO_val2014_000000010290,"a small bathroom with classic checkered floor tiles, blue walls, and a matching blue shower curtain."
COCO_val2014_000000010363,a cat sitting on the hood of a black car parked in the garage.
COCO_val2014_000000010386,a man wearing a suit is standing in front of a lake and a mountain.
COCO_val2014_000000010393,a man riding a bicycle looks surprised.
COCO_val2014_000000010400,the stone entrance with a clock tower above it.
COCO_val2014_000000010440,a red stream is coming out from the lower half of the helicopter.
COCO_val2014_000000010526,a man on a skateboard is performing tricks at the edge of the planted area along the sidewalk.
COCO_val2014_000000010534,a woman is sleeping on a bench in the park.
COCO_val2014_000000010580,three giraffes and some green bushes and trees
COCO_val2014_000000010613,a man holding a box of donuts so that others can enjoy them.
COCO_val2014_000000010615,"the white pickup truck is missing its door, bumper, grille, and one headlight."
COCO_val2014_000000010681,"the view of the upper part of a white building, an area with brown spots, an uncovered awning with pigeons flying below, and a red umbrella behind the balcony wall can be seen."
COCO_val2014_000000010684,a man riding a wave on a surfboard.
COCO_val2014_000000010694,the cat sitting on top of the television and in front of the closet.
COCO_val2014_000000010698,a surfer riding the waves in the sea.
COCO_val2014_000000010707,"a man playing video games, and two men sitting on a sofa."
COCO_val2014_000000010720,a horse tied with a chain.
COCO_val2014_000000010766,a little girl hugging a teddy bear.
COCO_val2014_000000010793,a red and white train and a station clock.
COCO_val2014_000000010822,three zebras are standing in tall grass near a forested area.
COCO_val2014_000000010920,a nypd patrol car in new york city.
COCO_val2014_000000010935,the herd of elephants stops to drink water.
COCO_val2014_000000010954,a scooter parked next to a building with graffiti.
COCO_val2014_000000010966,a group of people are talking around drinks.
COCO_val2014_000000010986,a group sitting around a table.
COCO_val2014_000000010995,a neatly made bed is situated near the open window.
COCO_val2014_000000011034,two boys playing a game on the wii.
COCO_val2014_000000011042,there is a large slice of cheese pizza on a paper plate.
COCO_val2014_000000011051,a girl is attaching a boutonniore to her date's collar.
COCO_val2014_000000011081,a military jet flying in the sky
COCO_val2014_000000011115,an elderly man and woman are sitting.
COCO_val2014_000000011182,the cityscape features a small clock tower atop the main brick building.
COCO_val2014_000000011184,the keyboard is shown together with three computer mice.
COCO_val2014_000000011198,"there is a casserole on the cookie sheet, and a plate is next to it."
COCO_val2014_000000011202,a giraffe is eating food from a bucket.
COCO_val2014_000000011209,the two people are sitting on the sofa eating pizza.
COCO_val2014_000000011241,a buffet with a variety of foods laid out.
COCO_val2014_000000011260,"while preparing to cross the bridge over the water, the train runs along the tracks."
COCO_val2014_000000011262,a visually appealing studio is covered with paint and paper.
COCO_val2014_000000011269,a black-and-white image of a train running on the tracks.
COCO_val2014_000000011276,"the noodles are being cooked in a pot, and next to it, there are even more ingredients laid out."
COCO_val2014_000000011291,a man and a woman in front of a table full of wine.
COCO_val2014_000000011316,a man holding a surfboard on the beach.
COCO_val2014_000000011320,this is an urban area where you can see many apartment buildings and a bridge in the background.
COCO_val2014_000000011340,a man riding an elephant adorned with designs is moving down the street.
COCO_val2014_000000011347,an airplane is stopped on the runway.
COCO_val2014_000000011374,"a photo of a jet plane flying in the sky, framed by a tree on the left."
COCO_val2014_000000011449,a fat man wearing a green shirt and a ridiculous tie.
COCO_val2014_000000011494,a tour bus with passengers on board on the road in the middle of an outdoor celebration.
COCO_val2014_000000011511,a metal statue of two women sitting on a bench.
COCO_val2014_000000011525,a gray airplane flying through the blue sky.
COCO_val2014_000000011552,a brown bear is walking among the giant trees.
COCO_val2014_000000011570,a large number of horses pulling a carriage with two people.
COCO_val2014_000000011625,a woman standing on the beach trying to catch a frisbee.
COCO_val2014_000000011655,"two people standing with suits on, holding books."
COCO_val2014_000000011703,a view of the tram door from the inside
COCO_val2014_000000011712,"in the corner of the room, there are gray walls and gray curtains, and a black clock is hanging."
COCO_val2014_000000011721,the yellow door with a clock above it.
COCO_val2014_000000011727,a bathroom with a toilet and a sink
COCO_val2014_000000011796,a little boy wearing a white shirt is holding a yellow toothbrush.
COCO_val2014_000000011925,"the tupperware is full of vegetables, cheese, and dried fruit."
COCO_val2014_000000011987,"a bedroom with striped walls, a table, chairs, and a bed."
COCO_val2014_000000012014,a red double-decker bus is parked on the street.
COCO_val2014_000000012085,a man sleeping in bed with two cats.
COCO_val2014_000000012101,there is a picture frame above the toilet.
COCO_val2014_000000012115,a man in the shopping district is looking at a bird.
COCO_val2014_000000012120,two women playing tennis on a professional court.
COCO_val2014_000000012153,a small child sitting in a high chair is putting food into their mouth.
COCO_val2014_000000012166,white and gray horses and brown and white horses are grazing.
COCO_val2014_000000012179,a giraffe is blinking inside an enclosure surrounded by grass.
COCO_val2014_000000012192,a small naked boy holding a tennis racket on the beach.
COCO_val2014_000000012230,a bird is resting on the roof of a car in the parking lot.
COCO_val2014_000000012231,a close-up of a dish piled with broccoli
COCO_val2014_000000012236,a group of people standing in a crowd holding umbrellas.
COCO_val2014_000000012238,a man on a motorcycle is behind a red car that is stopped at a red light.
COCO_val2014_000000012268,there is a small gold bus-shaped wallet on the counter.
COCO_val2014_000000012280,a woman is carrying luggage in the airport lobby.
COCO_val2014_000000012323,a photo of a toilet with the lid up in an unfinished bathroom.
COCO_val2014_000000012326,it's a very beautiful and lovely kitchen.
COCO_val2014_000000012333,"as the audience watches, the woman is riding a white horse."
COCO_val2014_000000012343,the man is riding a motorcycle in the truck.
COCO_val2014_000000012375,a plate full of a dish with carrots and some meat.
COCO_val2014_000000012413,two snowboarders are riding a ski lift.
COCO_val2014_000000012443,a cat is sitting on the laptop keyboard.
COCO_val2014_000000012455,"at dusk, three piers stand empty by the water's edge."
COCO_val2014_000000012464,two little birds sitting on top of the wedding cake
COCO_val2014_000000012471,"on a sunny day at the airfield, a small airplane and a staff member."
COCO_val2014_000000012543,a child is flying a kite while other children are watching.
COCO_val2014_000000012551,several bathtubs are leaning against each other.
COCO_val2014_000000012570,"on the counter where the cooking utensils are placed, there is a cabinet filled with peanut butter, pickles, and other condiments."
COCO_val2014_000000012666,a van with many people on board is driving down the street.
COCO_val2014_000000012667,a banana on top of a phone placed on the table.
COCO_val2014_000000012669,a woman is standing and holding a wine glass.
COCO_val2014_000000012706,the eiffel tower is displaying its grandeur.
COCO_val2014_000000012731,there are many stairs above the train.
COCO_val2014_000000012741,"two children lying together on a bed, with the girl holding up one finger."
COCO_val2014_000000012754,"a woman with red hair is standing by the stove wearing a blue dress, and behind her stands a man in a suit."
